serial,prediction_date,jsoc_date,noaaID,harpnum,c_class,MPlus,m5_class,solarmonitor_date
107,20230506,2023/5/5 23:58,13293,8296,30.71%,0.2502,2.70%,2023/5/5
107,20230506,2023/5/5 23:58,13294,8304,1.25%,0.004699999999999999,0.10%,2023/5/5
107,20230506,2023/5/5 23:58,13297,8307,58.79%,0.2433,9.43%,2023/5/5
107,20230506,2023/5/5 23:58,13298,8314,6.25%,0.0108,0.09%,2023/5/5
107,20230506,2023/5/5 23:58,13299,8315,27.94%,0.17170000000000002,0.10%,2023/5/5
108,20230507,2023/5/6 23:58,13289,8275,2.38%,0.0111,0.21%,2023/5/6
108,20230507,2023/5/6 23:58,13293,8296,86.98%,0.021400000000000002,0.69%,2023/5/6
108,20230507,2023/5/6 23:58,13294,8304,1.18%,0.0046,0.10%,2023/5/6
108,20230507,2023/5/6 23:58,13297,8307,51.13%,0.1052,3.76%,2023/5/6
108,20230507,2023/5/6 23:58,13298,8314,8.03%,0.0044,0.10%,2023/5/6
108,20230507,2023/5/6 23:58,13299,8315,80.48%,0.2263,0.09%,2023/5/6
109,20230508,2023/5/7 20:34,13293,8296,82.39%,0.2368,12.02%,2023/5/7
109,20230508,2023/5/7 20:34,13294,8304,22.67%,0.0407,0.11%,2023/5/7
109,20230508,2023/5/7 20:34,13297,8307,58.15%,0.2195,6.93%,2023/5/7
109,20230508,2023/5/7 20:34,13299,8315,0.19%,0.0019,0.11%,2023/5/7
110,20230509,2023/5/8 23:58,13293,8296,0.10%,0.0008,0.08%,2023/5/8
110,20230509,2023/5/8 23:58,13294,8304,22.51%,0.1105,0.16%,2023/5/8
110,20230509,2023/5/8 23:58,13297,8307,98.40%,0.9840000000000001,8.97%,2023/5/8
110,20230509,2023/5/8 23:58,13299,8315,25.13%,0.0699,0.10%,2023/5/8
111,20230510,2023/5/9 23:58,13293,8296,82.99%,0.1551,2.62%,2023/5/9
111,20230510,2023/5/9 23:58,13294,8304,23.58%,0.1389,0.14%,2023/5/9
111,20230510,2023/5/9 23:58,13296,8296,99.73%,0.9973000000000001,99.57%,2023/5/9
111,20230510,2023/5/9 23:58,13297,8307,13.29%,0.036699999999999997,1.70%,2023/5/9
111,20230510,2023/5/9 23:58,13299,8315,57.70%,0.0444,0.10%,2023/5/9
112,20230511,2023/5/10 23:58,13294,8304,10.65%,0.0060999999999999995,0.15%,2023/5/10
112,20230511,2023/5/10 23:58,13296,8296,51.19%,0.2759,5.19%,2023/5/10
112,20230511,2023/5/10 23:58,13297,8307,0.87%,0.0027,0.13%,2023/5/10
112,20230511,2023/5/10 23:58,13299,8315,2.24%,0.0104,0.10%,2023/5/10
112,20230511,2023/5/10 23:58,13300,8327,85.60%,0.0034999999999999996,0.09%,2023/5/10
112,20230511,2023/5/10 23:58,13301,8341,13.01%,0.0036,0.09%,2023/5/10
112,20230511,2023/5/10 23:58,13302,8346,11.27%,0.0036,0.09%,2023/5/10
112,20230511,2023/5/10 23:58,13303,8343,18.72%,0.0033,0.09%,2023/5/10
113,20230512,2023/5/11 18:10,13294,8304,72.50%,0.7095,0.10%,2023/5/11
113,20230512,2023/5/11 18:10,13296,8296,53.16%,0.27899999999999997,2.73%,2023/5/11
113,20230512,2023/5/11 18:10,13297,8307,21.87%,0.0034000000000000002,0.18%,2023/5/11
113,20230512,2023/5/11 18:10,13299,8315,25.25%,0.1247,0.11%,2023/5/11
113,20230512,2023/5/11 18:10,13300,8327,86.66%,0.0802,0.10%,2023/5/11
113,20230512,2023/5/11 18:10,13301,8341,13.04%,0.0593,0.11%,2023/5/11
113,20230512,2023/5/11 18:10,13303,8343,5.10%,0.0051,0.10%,2023/5/11
114,20230513,2023/5/12 23:58,13294,8304,0.18%,0.0018,0.10%,2023/5/12
114,20230513,2023/5/12 23:58,13297,8307,0.37%,0.0019,0.15%,2023/5/12
114,20230513,2023/5/12 23:58,13300,8327,1.64%,0.0042,0.10%,2023/5/12
114,20230513,2023/5/12 23:58,13301,8341,30.29%,0.10710000000000001,4.18%,2023/5/12
114,20230513,2023/5/12 23:58,13303,8343,33.37%,0.1444,0.14%,2023/5/12
115,20230514,2023/5/13 1:10,13297,8307,81%,0.1283,2.04%,2023/5/13
115,20230514,2023/5/13 1:10,13300,8327,3.60%,0.0126,0.13%,2023/5/13
115,20230514,2023/5/13 1:10,13301,8341,83.14%,0.20879999999999999,18.23%,2023/5/13
115,20230514,2023/5/13 1:10,13303,8343,23.08%,0.0868,0.11%,2023/5/13
116,20230515,2023/5/14 23:58,13300,8327,9.38%,0.0034000000000000002,0.09%,2023/5/14
116,20230515,2023/5/14 23:58,13301,8341,32.33%,0.0917,3.37%,2023/5/14
116,20230515,2023/5/14 23:58,13304,8347,39.88%,0.0033,0.19%,2023/5/14
117,20230516,2023/5/15 23:58,13301,8341,80.41%,0.0942,7.74%,2023/5/15
117,20230516,2023/5/15 23:58,13304,8347,0.15%,0.0015,0.14%,2023/5/15
117,20230516,2023/5/15 23:58,13306,8365,83.75%,0.0036,0.09%,2023/5/15
118,20230517,2023/5/16 23:58,13301,8341,86.87%,0.2262,7.34%,2023/5/16
118,20230517,2023/5/16 23:58,13304,8347,0.68%,0.002,0.12%,2023/5/16
118,20230517,2023/5/16 23:58,13306,8365,21.33%,0.17800000000000002,0.12%,2023/5/16
118,20230517,2023/5/16 23:58,13307,8371,9.34%,0.0034000000000000002,0.09%,2023/5/16
119,20230518,2023/5/17 23:58,13301,8341,13.53%,0.0084,0.24%,2023/5/17
119,20230518,2023/5/17 23:58,13304,8347,0.09%,0.0008,0.08%,2023/5/17
119,20230518,2023/5/17 23:58,13307,8371,16.14%,0.017,0.10%,2023/5/17
119,20230518,2023/5/17 23:58,13308,8364,79.44%,0.0034000000000000002,0.09%,2023/5/17
120,20230519,2023/5/18 23:58,13301,8341,24.72%,0.15039999999999998,13.41%,2023/5/18
120,20230519,2023/5/18 23:58,13307,8371,1.94%,0.0040999999999999995,0.12%,2023/5/18
120,20230519,2023/5/18 23:58,13308,8364,9.29%,0.0229,0.10%,2023/5/18
120,20230519,2023/5/18 23:58,13309,8344,8.35%,0.037200000000000004,0.09%,2023/5/18
120,20230519,2023/5/18 23:58,13310,8379,10.47%,0.0033,0.20%,2023/5/18
121,20230520,2023/5/19 23:58,13301,8341,39.33%,0.0768,4.34%,2023/5/19
121,20230520,2023/5/19 23:58,13307,8371,15.25%,0.10800000000000001,0.12%,2023/5/19
121,20230520,2023/5/19 23:58,13308,8364,39.98%,0.0604,0.10%,2023/5/19
121,20230520,2023/5/19 23:58,13310,8379,53.95%,0.1956,7.32%,2023/5/19
121,20230520,2023/5/19 23:58,13311,8382,75.03%,0.7503,59.61%,2023/5/19
122,20230521,2023/5/20 23:58,13307,8371,28.07%,0.0911,0.11%,2023/5/20
122,20230521,2023/5/20 23:58,13310,8379,20.09%,0.1978,9.25%,2023/5/20
122,20230521,2023/5/20 23:58,13311,8382,99.57%,0.9956999999999999,99.57%,2023/5/20
122,20230521,2023/5/20 23:58,13313,8388,13.82%,0.0036,0.09%,2023/5/20
123,20230522,2023/5/21 21:46,13307,8371,9.99%,0.0062,0.11%,2023/5/21
123,20230522,2023/5/21 21:46,13310,8379,29.31%,0.20800000000000002,5.42%,2023/5/21
123,20230522,2023/5/21 21:46,13311,8382,99.70%,0.997,17.94%,2023/5/21
124,20230523,2023/5/22 23:58,13310,8379,7.96%,0.0152,0.34%,2023/5/22
124,20230523,2023/5/22 23:58,13311,8382,99.73%,0.9973000000000001,15.09%,2023/5/22
125,20230524,2023/5/23 23:58,13310,8379,37.30%,0.094,1.85%,2023/5/23
125,20230524,2023/5/23 23:58,13311,8382,99.22%,0.9922,8.64%,2023/5/23
126,20230525,2023/5/24 23:58,13310,8379,25.36%,0.0146,0.59%,2023/5/24
126,20230525,2023/5/24 23:58,13311,8382,99.12%,0.7354,17.79%,2023/5/24
126,20230525,2023/5/24 23:58,13315,8404,99.73%,0.9973000000000001,0.09%,2023/5/24
127,20230526,2023/5/25 19:22,13310,8379,82.81%,0.0901,2.28%,2023/5/25
127,20230526,2023/5/25 19:22,13311,8382,59.45%,0.1594,4.19%,2023/5/25
127,20230526,2023/5/25 19:22,13315,8404,52.72%,0.0269,0.09%,2023/5/25
128,20230527,2023/5/26 11:34,13310,8379,80.46%,0.1967,3.87%,2023/5/26
128,20230527,2023/5/26 11:34,13311,8382,14.29%,0.066,2.68%,2023/5/26
128,20230527,2023/5/26 11:34,13315,8404,85.20%,0.023700000000000002,0.50%,2023/5/26
129,20230528,2023/5/27 23:58,13310,8379,85.30%,0.0645,3.54%,2023/5/27
129,20230528,2023/5/27 23:58,13311,8382,54.38%,0.1383,5.71%,2023/5/27
129,20230528,2023/5/27 23:58,13315,8404,55.06%,0.0288,0.81%,2023/5/27
129,20230528,2023/5/27 23:58,13316,8407,22.91%,0.0034000000000000002,0.09%,2023/5/27
130,20230529,2023/5/28 23:58,13311,8382,26.50%,0.013000000000000001,0.61%,2023/5/28
130,20230529,2023/5/28 23:58,13315,8404,99.65%,0.9965,16.68%,2023/5/28
130,20230529,2023/5/28 23:58,13316,8407,58.93%,0.0574,0.12%,2023/5/28
131,20230530,2023/5/29 23:58,13315,8404,81.87%,0.1911,4.52%,2023/5/29
131,20230530,2023/5/29 23:58,13316,8407,27.87%,0.22920000000000001,0.13%,2023/5/29
132,20230531,2023/5/30 23:58,13315,8404,99.72%,0.9972,11.74%,2023/5/30
132,20230531,2023/5/30 23:58,13316,8407,2.29%,0.005699999999999999,0.10%,2023/5/30
132,20230531,2023/5/30 23:58,13319,8410,75.61%,0.7561,10.28%,2023/5/30
133,20230601,2023/5/31 23:58,13315,8404,84.06%,0.0132,0.56%,2023/5/31
133,20230601,2023/5/31 23:58,13316,8407,36.44%,0.2021,0.10%,2023/5/31
133,20230601,2023/5/31 23:58,13319,8410,99.70%,0.997,11.04%,2023/5/31
133,20230601,2023/5/31 23:58,13320,8424,19.15%,0.0033,0.09%,2023/5/31
133,20230601,2023/5/31 23:58,13321,8426,29.80%,0.2773,7.67%,2023/5/31
133,20230601,2023/5/31 23:58,13322,8408,15.87%,0.0034000000000000002,0.09%,2023/5/31
134,20230602,2023/6/1 19:22,13316,8407,2.77%,0.0051,0.12%,2023/6/1
134,20230602,2023/6/1 19:22,13319,8410,32.52%,0.1226,8.47%,2023/6/1
134,20230602,2023/6/1 19:22,13320,8424,0.52%,0.0024,0.10%,2023/6/1
134,20230602,2023/6/1 19:22,13321,8426,8.74%,0.06480000000000001,1.61%,2023/6/1
134,20230602,2023/6/1 19:22,13322,8408,11.20%,0.0828,0.10%,2023/6/1
134,20230602,2023/6/1 19:22,13323,8434,57.05%,0.2361,18.18%,2023/6/1
135,20230603,2023/6/2 23:58,13316,8407,4.30%,0.019799999999999998,0.12%,2023/6/2
135,20230603,2023/6/2 23:58,13319,8410,36.40%,0.08869999999999999,2.73%,2023/6/2
135,20230603,2023/6/2 23:58,13320,8424,3.17%,0.0165,1.53%,2023/6/2
135,20230603,2023/6/2 23:58,13321,8426,4.40%,0.0108,0.49%,2023/6/2
135,20230603,2023/6/2 23:58,13323,8434,38.44%,0.191,7.01%,2023/6/2
136,20230604,2023/6/3 23:58,13319,8410,58.40%,0.1946,8.71%,2023/6/3
136,20230604,2023/6/3 23:58,13320,8424,58.95%,0.04,0.11%,2023/6/3
136,20230604,2023/6/3 23:58,13321,8426,0.71%,0.0023,0.14%,2023/6/3
136,20230604,2023/6/3 23:58,13323,8434,60.06%,0.2327,3.45%,2023/6/3
136,20230604,2023/6/3 23:58,13324,8420,11.89%,0.0181,0.09%,2023/6/3
136,20230604,2023/6/3 23:58,13325,8442,23.52%,0.0034000000000000002,0.09%,2023/6/3
136,20230604,2023/6/3 23:58,13326,8444,7.33%,0.0034000000000000002,0.09%,2023/6/3
137,20230605,2023/6/4 23:58,13320,8424,25.17%,0.08349999999999999,6.40%,2023/6/4
137,20230605,2023/6/4 23:58,13321,8426,1.46%,0.0062,0.31%,2023/6/4
137,20230605,2023/6/4 23:58,13323,8434,7.85%,0.0177,0.48%,2023/6/4
137,20230605,2023/6/4 23:58,13324,8420,38.28%,0.0158,0.11%,2023/6/4
137,20230605,2023/6/4 23:58,13325,8442,21.49%,0.0338,0.10%,2023/6/4
137,20230605,2023/6/4 23:58,13326,8444,0.47%,0.0022,0.10%,2023/6/4
138,20230606,2023/6/5 8:46,13320,8424,60.37%,0.27140000000000003,11.87%,2023/6/5
138,20230606,2023/6/5 8:46,13321,8426,1.34%,0.003,0.16%,2023/6/5
138,20230606,2023/6/5 8:46,13323,8434,79.18%,0.2747,19.67%,2023/6/5
138,20230606,2023/6/5 8:46,13324,8420,37.45%,0.0074,0.11%,2023/6/5
138,20230606,2023/6/5 8:46,13325,8442,4.07%,0.012,0.11%,2023/6/5
138,20230606,2023/6/5 8:46,13326,8444,0.57%,0.0027,0.10%,2023/6/5
138,20230606,2023/6/5 8:46,13327,8454,32.91%,0.0291,0.81%,2023/6/5
139,20230607,2023/6/6 23:58,13320,8424,56.70%,0.009300000000000001,0.11%,2023/6/6
139,20230607,2023/6/6 23:58,13321,8426,82.70%,0.0909,3.52%,2023/6/6
139,20230607,2023/6/6 23:58,13323,8434,82.66%,0.2859,9.66%,2023/6/6
139,20230607,2023/6/6 23:58,13325,8442,6.94%,0.048499999999999995,0.11%,2023/6/6
