"20230618","gev_20230618_0025","2023/06/18 00:25:00","00:40:00","00:31:00","M1.3","S21E26","13336","20230618"
"20230618","gev_20230618_0204","2023/06/18 02:04:00","02:13:00","02:08:00","C1.7","N21E74","N21E74","20230618"
"20230618","gev_20230618_0450","2023/06/18 04:50:00","05:15:00","05:05:00","C2.6","N16E25","13334","20230618"
"20230618","gev_20230618_0531","2023/06/18 05:31:00","05:44:00","05:35:00","C2.1","S16E17","13335","20230618"
"20230618","gev_20230618_0540","2023/06/18 05:40:00","05:55:00","05:41:00","C1.9","S15E18","13335","20230618"
"20230618","gev_20230618_0633","2023/06/18 06:33:00","06:53:00","06:42:00","C1.8","S13E89","S13E89  (  )","20230618"
"20230618","gev_20230618_0745","2023/06/18 07:45:00","08:17:00","07:57:00","C2.0","N24E71","N24E71","20230618"
"20230618","gev_20230618_0931","2023/06/18 09:31:00","10:09:00","09:37:00","C2.2","S21E21","13336","20230618"
"20230618","gev_20230618_0942","2023/06/18 09:42:00","10:00:00","09:48:00","C2.1","N20E70","N20E70","20230618"
"20230618","gev_20230618_1325","2023/06/18 13:25:00","14:20:04","13:53:00","M2.5","S23E22","13336","20230618"
"20230618","gev_20230618_1612","2023/06/18 16:12:00","16:57:00","16:21:00","C2.0","S12E89","S12E89  (  )","20230618"
"20230618","gev_20230618_1852","2023/06/18 18:52:00","19:28:00","19:06:00","C1.9","N24E65","N24E65","20230618"
"20230618","gev_20230618_2149","2023/06/18 21:49:00","22:21:00","22:00:00","C2.2","N24E63","N24E63","20230618"
"20230618","gev_20230618_2225","2023/06/18 22:25:00","22:43:00","22:39:00","C2.7","S10E89","S10E89","20230618"
"20230618","gev_20230618_2243","2023/06/18 22:43:00","22:51:00","22:47:00","C3.0","S21E13","13336","20230618"
"20230618","gev_20230618_0745","2023/06/18 07:45:00","08:17:00","07:57:00","C2.0","N24E71","13340","20230618"
"20230618","gev_20230618_0931","2023/06/18 09:31:00","10:09:00","09:37:00","C2.2","S21E21","13336","20230618"
"20230618","gev_20230618_0942","2023/06/18 09:42:00","10:00:00","09:48:00","C2.1","N20E70","13340","20230618"
"20230618","gev_20230618_1325","2023/06/18 13:25:00","14:20:04","13:53:00","M2.5","S23E22","13336","20230618"
"20230618","gev_20230618_1612","2023/06/18 16:12:00","16:57:00","16:21:00","C2.0","S12E89","S12E89  (  )","20230618"
"20230618","gev_20230618_1852","2023/06/18 18:52:00","19:28:00","19:06:00","C1.9","N24E65","13340","20230618"
"20230618","gev_20230618_2149","2023/06/18 21:49:00","22:21:00","22:00:00","C2.2","N24E63","13340","20230618"
"20230618","gev_20230618_2225","2023/06/18 22:25:00","22:43:00","22:39:00","C2.7","S10E89","S10E89","20230618"
"20230618","gev_20230618_2243","2023/06/18 22:43:00","22:51:00","22:47:00","C3.0","S21E13","13336","20230618"
"20230618","gev_20230618_2316","2023/06/18 23:16:00","23:36:00","23:21:00","C2.0","S09E89","S09E89","20230618"
